모기포집량(개)
3718
4362
3885
4233
3702
3911
3936
4018
3627
3615
3351
3658
3363
3944
3978
3829
3847
3702
3662
3156
4089
3381
2979
2347
3011
2853
3435
2928
3160
3549
3307
2985
2874
3519
3789
3774
3365
3546
4284
3709
3811
3255
3308
3478
3572
3330
3217
3379
3556
3899
4201
3692
3511
3975
3302
3436
3161
2342
4307
3281
3553
3638
2741
3672
3771
3500
2718
672
1701
2566
2833
2416
2473
1773
2133
1818
2293
1825
1189
1109
1361
1619
1469
1671
149
154
1837
1871
468
1052
1717
2246
1361
2931
1988
2906
2422
3117
1533
2376
3076
3529
1964
1634
1849
2837
2680
2708
2119
2663
2636
2778
3160
3154
3480
2838
3229
3178
3270
2828
2977
2760
3119
3491
3122
3198
3581
4152
3417
4163
4640
4516
4746
4943
5323
4605
4442
4545
5080
5010
4673
4830
4664
3285
3709
2937
3318
3076
3106
1791
2434
2684
2583
3000
3167
3600
3235
2524
2861
2771
3597
3489
3870
3679
3381
3835
4147
4232
4105
4077
3972
4223
4230
4382
3828
3579
3975
2685
2834
2589
2337
2732
2888
3455
3021
2696
2383
3102
2453
2041
2527
2650
2175
1746
1318
1551
1176
1326
823
1222
1229
1543
1985
2221
1914
1709
2116
1770
1498
1261
1487
1360
1260
1799
1846
1911
1744
1571
1649
1815
1626
1725
1990
2254
2295
3336
3450
3183
3112
3194
2737
3348
3542
2591
2757
2587
2200
1731
2018
2031
1634
1396
1549
2487
1221
1340
1149
752
1464
269
296
329
351
724
894
568
435
853
809
634
486
444
370
379
765
301
95
72
24
148
1345
1507
1258
1137
1315
1108
1172
1031
1169
1300
1636
1633
1543
1364
1395
1421
1629
1531
1697
1698
1533
1973
1856
1715
1543
1523
1724
1310
1975
2127
1596
1859
1824
1858
1933
1927
1805
1867
1902
2399
2214
1867
2216
2247
2313
2047
2201
2827
2864
3026
3427
3624
3909
3499
3676
3651
4436
3666
5309
4744
5113
5525
5547
5555
5538
5994
5791
5374
4811
4802
4600
4951
4828
5670
5523
6137
4599
5116
5144
5566
4361
3667
4437
4675
4418
3046
4017
3552
4158
3500
3068
3431
2904
2534
2482
2281
2378
2290
2028
1958
2024
2283
2350
2115
2012
2646
2073
1596
2183
1935
2134
2505
2565
2679
3312
3226
2481
2651
2835
2604
2911
2591
2559
2352
2506
2742
2564
2900
2914
3141
3008
3361
3310
2797
2580
2518
3337
2530
3592
3865
3058
2935
2534
2677
2193
2704
2283
2344
2392
2521
2393
2592
2631
2569
2493
2445
2503
3150
2136
2471
731
847
861
1111
1872
1573
1135
609
624
874
707
1244
896
901
936
1004
1125
1276
725
181
266
439
206
185
842
861
896
1304
1090
902
1367
1552
831
785
1176
1625
1328
1656
1813
979
1434
1952
1338
1010
1540
1890
1976
2141
1874
2200
2126
2571
3024
3183
3038
3288
3610
3106
3568
3771
3982
3564
3621
3263
3266
3087
3646
3297
2824
3102
3148
2997
3417
3220
3476
3059
2865
2393
2355
1888
2035
2917
2800
2822
2181
2341
2898
2971
3331
3267
3183
3303
3235
3689
3893
3578
3824
3036
2574
3240
3795
3847
3225
3634
3589
3851
3628
3540
2089
3035
2663
3221
2646
2884
2143
3043
3187
3183
2401
1902
2302
2378
2101
2233
2236
2122
1907
2052
2533
2293
2721
2389
3488
3211
3011
3247
3098
2843
2198
3287
3361
3138
2250
2781
2869
2784
2930
3036
3515
2903
3628
3703
3600
2471
2678
3532
2160
2864
3002
2611
3176
3269
3946
3544
4127
3715
3815
2983
2507
3142
3189
3366
3048
3088
2884
2921
2747
2381
2972
2479
3240
2031
1507
1668
1766
2326
2573
2291
1526
1834
1043
722
729
651
723
990
949
1089
982
519
270
358
536
535
884
695
543
454
388
151
608
869
448
717
1041
679
1198
1308
787
1042
1449
1477
1496
1094
1021
1052
1369
1725
1423
1341
1942
2248
1949
1692
2532
1939
2337
1883
2586
3068
2988
3264
1898
2862
3018
3282
3151
3653
3977
3280
3544
3550
3108
2896
2812
2473
2080
2317
2673
2605
2982
2683
2624
3341
3241
3036
2906
262
780
2025
2390
3614
3580
3635
3147
3322
3194
3052
3146
3274
2952
2628
2982
2927
2925
2289
2971
2676
2403
2447
2468
2547
2384
2771
2740
2630
2919
3015
2435
2645
2521
2460
2337
2410
2728
3201
3218
2982
3058
2622
3006
2829
3349
2349
3179
3546
3821
2466
3117
3314
3288
2693
2721
2054
1892
2807
2968
3221
3247
3258
3268
3453
3165
3197
3422
3471
3974
3267
2765
3152
3309
3292
3168
3397
2780
2681
1735
2406
2483
2552
3055
2476
2673
2698
2906
2317
2580
2368
2341
2322
2309
2308
2088
1210
920
351
315
341
342
437
419
444
400
669
691
765
829
745
